"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"60e963dba5db57043967a6f95c443af4","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Didymella","s__"
"8c707734e4bd5cfc2f816d96dbd5cbaa","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Candida","s__Candida_parapsilosis"
"1a3a0a750a99d7c8a9750ddc2b77cca6","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Mucoraceae","g__Mucor","s__Mucor_racemosus"
"ba2e4524e404d77a3ae8f67a8610d860","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Naganishia","s__"
"4e340178a529bcf6a1393455406b85c2","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Trichosporonales","f__Trichosporonaceae","g__Apiotrichum","s__Apiotrichum_domesticum"
"b47367fa4b4560c1a008c957f8043e41","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__Aureobasidium_pullulans"
"464aa38388d0e73eb386fe1894fb8151","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium","s__"
"abb3c888ea887c8fb737ff12175c5ae4","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Mucoraceae","g__Mucor","s__Mucor_circinelloides"
"884e783abddf50bda4d48ecabd768c1f","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium","s__"
"2550aed5d5b67d25c8e6f79430e38148","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales","f__Cystofilobasidiaceae","g__Cystofilobasidium","s__Cystofilobasidium_infirmominiatum"
"4e3b7722c820e6fcca74d922224dd157","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__Aspergillus_ruber"
"def44debdcf9a8adc408bc638d5781a4","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Candida","s__Candida_intermedia"
"e9a80e01ef561cb0d48295ce7717c488","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Trichosporonales","f__Trichosporonaceae","g__Cutaneotrichosporon","s__Cutaneotrichosporon_cutaneum"
"5e5a04489c0340b0a36d683ba8ba52c8","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Dipodascaceae","g__Yarrowia","s__Yarrowia_lipolytica"
"acd90ebebd5cdca0a466d698bec37810","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium","s__"
"9b3bab98ad1ea732e8b6384bce7b565a","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Filobasidium","s__Filobasidium_magnum"
"733c723715676042cade72b67ca50dd8","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Debaryomycetaceae","g__Debaryomyces","s__Debaryomyces_delbrueckii"
"270883e6ac07e2968629a6de7ce390aa","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Rhizopodaceae","g__Rhizopus","s__Rhizopus_arrhizus"
"5d3b922a6aa194ac206e6d65c4985a67","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__Penicillium_brevicompactum"
"2679fa92637945c107dae1a2c67b4454","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__"
"129a88fa49d08cc3a6108dea5b7354e3","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Naganishia","s__Naganishia_albida"
"23d52f7f38436a0ca995e5bb279892c5","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__Vishniacozyma_victoriae"
"feccbf8e7b4a08eab7cf278d9d07d627","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__Aspergillus_conicus"
"bb9723a71a5d016633d9608d15ef44be","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Debaryomycetaceae","g__Meyerozyma","s__Meyerozyma_guilliermondii"
"375888b8922743f867f36e29555d2508","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Debaryomycetaceae","g__Debaryomyces","s__Debaryomyces_prosopidis"
"db8269e86eb1161858b2018e903fc3d7","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Rhodotorula","s__Rhodotorula_mucilaginosa"
"92a0c0eee3f089e956bd1b7c300443f9","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Trichosporonales","f__Trichosporonaceae","g__Trichosporon","s__Trichosporon_asteroides"
"c3519270e269b92d3577ed450032bbc4","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__"
"0ef4fdac6908685aaebe4b7df2636160","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__"
"9b5bd8ba77eaa89231ab6340f93780f6","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Trichosporonales","f__Trichosporonaceae","g__Cutaneotrichosporon","s__Cutaneotrichosporon_jirovecii"
"f5550f4e48a3884b4cb2bbcf048afa07","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__","s__"
"692ba516c9e0659bfb0ce31465506561","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreaceae","g__Trichoderma","s__"
"0235f2f2b34ed74f06e622925bb322c0","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Rhynchogastremataceae","g__Papiliotrema","s__Papiliotrema_fonsecae"
"5023314736d85a6a945bf82481e79ade","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium","s__"
"e12fa316264afbec4c09f35822950296","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Trichosporonales","f__Trichosporonaceae","g__Cutaneotrichosporon","s__Cutaneotrichosporon_curvatum"
"9bc6fa5e4470bad55d3a495d0c075a0b","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__Penicillium_thomii"
"b762c5801de8cff119854f05c29bf065","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiales","f__Cystobasidiaceae","g__Cystobasidium","s__Cystobasidium_slooffiae"
"6cd929b3c42690af578cd536fa0ae452","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria","s__"
"9f3868857b3f81a069a6ee26f61a98cf","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Rhodosporidiobolus","s__Rhodosporidiobolus_colostri"
"a81fb335742d401fd861671917e14430","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Cryptococcaceae","g__Cryptococcus","s__Cryptococcus_uniguttulatus"
"301fb052937340235e7a792b2c9c9387","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Dipodascaceae","g__Geotrichum","s__Geotrichum_candidum"
"6fbba8c59775ff1f41ff2dc71f41e94f","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium","s__Cladosporium_domesticum"
"898892a234f2156fca1169cde8f9d708","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Rhodotorula","s__Rhodotorula_graminis"
"361e72ca366320344cc980671d157e4c","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala","s__Exophiala_mesophila"
"6ae5e5ed6c4287578ecbbc094565a29b","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Mucoraceae","g__Mucor","s__Mucor_circinelloides"
"2f812bd8a31a289cba3cdaae6eba806d","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiales","f__Cystobasidiaceae","g__Cystobasidium","s__"
"53d28dabb09f7bdb91c8ee68cacb7444","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Rhodosporidiobolus","s__Rhodosporidiobolus_nylandii"
"3e795a8f77440fee2251b1a874502f00","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Candida","s__Candida_sojae"
"8921bbcd327294ddf31d3ee2be149a0a","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Trichomonascaceae","g__Wickerhamiella","s__Wickerhamiella_pararugosa"
"6de39f0f4896c6db76fd60efd3b58afe","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Piskurozymaceae","g__Piskurozyma","s__Piskurozyma_capsuligena"
"5251b2be20306ba5b84196e5080f01c6","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Issatchenkia","s__Issatchenkia_orientalis"
"86fa5dfc032e000325866d8ebd26251f","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Phaffomycetaceae","g__Wickerhamomyces","s__Wickerhamomyces_anomalus"
"8ffbe5bb2f6da6b41002ef76a9ba7fee","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Pseudopithomyces","s__"
"4938cb39e15ea84ec7f6dda2037e3feb","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Cephaloascaceae","g__Cephaloascus","s__Cephaloascus_fragrans"
"e80d2afdf5f56ac0e7fd3399ddbf57c9","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Naganishia","s__"
"ec8bf91b2de3d59e1ba93ce8abb7f4e6","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Leucosporidiales","f__Leucosporidiaceae","g__Leucosporidium","s__"
"f9ab18cdec959f4dfe53c3a9950c8b22","k__Fungi","p__","c__","o__","f__","g__","s__"
"8c62b077bc766559a35337267e8e8018","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Rhodotorula","s__Rhodotorula_diobovata"
"4c49dd3a9dae9460709fc7f9042d387b","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Rhodosporidiobolus","s__Rhodosporidiobolus_oreadorum"
"7a07425bec9422aac20121f94389a5c9","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium","s__"
"e397b67ebad74edd829a5874220b9cbd","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales","f__Mrakiaceae","g__Tausonia","s__Tausonia_pullulans"
"094f797be7aa6bacdf76f94d7fe02c3c","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Trichosporonales","f__Trichosporonaceae","g__Cutaneotrichosporon","s__Cutaneotrichosporon_jirovecii"
"3c1e9b9389ff6c34ac1795478cf41a62","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__","g__","s__"
"5b6a93ce3dadc664d0d9e357396deabb","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Glomerellales","f__Plectosphaerellaceae","g__Chordomyces","s__Chordomyces_antarcticus"
"f05e1cbe48da910929c19f32d0326d83","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiomycetes_ord_Incertae_sedis","f__Symmetrosporaceae","g__Symmetrospora","s__Symmetrospora_coprosmae"
"49408c84df51dbc0a1c84b45eb756de8","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Debaryomycetaceae","g__Kurtzmaniella","s__Kurtzmaniella_sp"
"b7486687629795b1af3b1b9a956fb2b4","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__Vishniacozyma_insularis"
"09587609cce3f5243bdbe0fe6ddd48ee","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Candida","s__Candida_orthopsilosis"
"9fa704ce6e839b52abb96d7833e21766","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__Aureobasidium_pullulans"
"c05bd0cca30d1fef60cd0b7916e7dfd4","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Trichosporonales","f__Trichosporonaceae","g__Apiotrichum","s__Apiotrichum_laibachii"
"fd796eb13abad54234037ff63c7edd7b","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Bisifusarium","s__"
"831039bdf59235b313309e1e69d1b2e2","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Saccharomyces","s__"
"3843cb6ef52700f8814d89178309ebb9","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Coniochaetales","f__Coniochaetaceae","g__Coniochaeta","s__"
"821144da64ababb283f6a2ba88c4b4f5","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__","s__"
"8470f68664f96b7288ef26b2a5829d31","k__Fungi","p__","c__","o__","f__","g__","s__"
"074b6934b72233122245b0fd2ed8980f","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiales","f__Cystobasidiaceae","g__Cystobasidium","s__Cystobasidium_slooffiae"
"ab787bace65f6bab28045d3ba66f400d","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__Vishniacozyma_foliicola"
"f66eb78c38e090d02b7937ef9f7d66c5","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Microbotryomycetes_ord_Incertae_sedis","f__Microbotryomycetes_fam_Incertae_sedis","g__Curvibasidium","s__Curvibasidium_nothofagi"
"62b8f84b14fa7cbfeec330811ef634d0","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Dioszegia","s__Dioszegia_crocea"
"09c800b6072a1d1ce67640865a3897ff","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Chaetomium","s__Chaetomium_pachypodioides"
"1141b57fa374edbe4bd30bebb88d7626","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Clavispora","s__Clavispora_lusitaniae"
"f2de46fa84dd63224a438d6dab3c06f8","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Mucoraceae","g__Mucor","s__Mucor_ramosissimus"
"423eb0d78384e65c793da9da4b227471","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Trichosporonales","f__Trichosporonaceae","g__Apiotrichum","s__Apiotrichum_loubieri"
"fe2fefdec37a52beec27d045c88d6454","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Piskurozymaceae","g__Piskurozyma","s__Piskurozyma_capsuligena"
"f0bb6e24bcb38fb7d86acb5401990fdf","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_fam_Incertae_sedis","g__Sarocladium","s__Sarocladium_kiliense"
"87cd4e9f3408dab14eb5ad2628888b7e","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Phaffomycetaceae","g__Cyberlindnera","s__Cyberlindnera_jadinii"
"a8b4345a25b75cc2860966be8b2e443f","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__","s__"
"79fa03049c2fcc30593b3dc74701a586","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Rhynchogastremataceae","g__Papiliotrema","s__Papiliotrema_terrestris"
"9c40405c2f74a63ec9d6588626bb5aae","k__Fungi","p__","c__","o__","f__","g__","s__"
"6c8b427151d0687f81494d6ea778c355","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Sporidiobolus","s__Sporidiobolus_salmonicolor"
"89fc352d3d10d6124dee3630f3d1aea4","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__","s__"
"344330ad573988e0990d55e8b510006c","k__Fungi","p__Rozellomycota","c__Rozellomycota_cls_Incertae_sedis","o__Rozellomycota_ord_Incertae_sedis","f__Rozellomycota_fam_Incertae_sedis","g__Rozellomycota_gen_Incertae_sedis","s__Rozellomycota_sp"
"dbe1bd06b9152e38e04bc7b94193b92d","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetaceae","g__Kluyveromyces","s__Kluyveromyces_lactis"
"50e477ffa4c78957db687372abfdd4b3","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Cordycipitaceae","g__Akanthomyces","s__Akanthomyces_muscarius"
"965ed048ef9756d3f75b3eb3fca28028","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala","s__Exophiala_psychrophila"
"6b6583e822c5982650396255dc60e309","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__"
"bbdbc2d0d450aa4faee9a7dd415b948a","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala","s__Exophiala_castellanii"
"d1dad3e2df1342d22038a863fd940a4b","k__Fungi","p__Ascomycota","c__","o__","f__","g__","s__"
"41cc31fbdce6974678fba25d7566f7ba","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Rhodotorula","s__Rhodotorula_araucariae"
"8ec873a5d9bc71c54b474ebca0036c52","k__Fungi","p__","c__","o__","f__","g__","s__"
"747609e361732436442bd1beabf64250","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__","s__"
"b5e251babe1cabb2edb03a4bb6d41d52","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Trichosporonales","f__Trichosporonaceae","g__Effuseotrichosporon","s__Effuseotrichosporon_vanderwaltii"
"af4415b2959f8f9813fbe475af1920fc","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_fam_Incertae_sedis","g__Sarocladium","s__Sarocladium_strictum"
"822243450d57fc7027d2a889ba369602","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium","s__Fusarium_sacchari"
"dd1d3ad2e9be94eab701b5037b7987f4","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__Vishniacozyma_tephrensis"
"bfe1e825faf850d8b3e9baf3f4bade14","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Mucoraceae","g__Mucor","s__"
"88c2d6703cb5068ae20050d78720c550","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Mucoraceae","g__Mucor","s__Mucor_racemosus"
"4f651f402b5dfa0fb5682dab3be50cb5","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Pichiaceae","g__Pichia","s__Pichia_membranifaciens"
"67a780582e035d6745b59ebcf9aca749","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Candida","s__Candida_inconspicua"
"98d3926b259e901fa7121b56a6e84a0a","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala","s__"
"34cbcc842c34c777662d9480cc2a73b5","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Candida","s__Candida_tropicalis"
"3a64757e8a79fb6c9192b23d934c67c3","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Sporidiobolales","f__Sporidiobolaceae","g__Rhodotorula","s__Rhodotorula_dairenensis"
"8b08396788ded562636a7d6edafbe173","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Mucoraceae","g__Mucor","s__Mucor_circinelloides"
"5fea09177226c9fcf06d1adf484bee94","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusicolla","s__Fusicolla_acetilerea"
"a46cae56b33bfc2e86891b9e7a0b6ec8","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis","s__Fungi_sp"
"0f6e5dd3be7e0765ee60692e5dcc4b3b","k__Fungi","p__Basidiomycota","c__Atractiellomycetes","o__Atractiellales","f__Hoehnelomycetaceae","g__Proceropycnis","s__Proceropycnis_pinicola"
"516e2513ba5fd9421dc98d75dfd7a018","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriales_fam_Incertae_sedis","g__Chaetothyriales_gen_Incertae_sedis","s__Chaetothyriales_sp"
"a0edb0bbf7872ddbd4c3f3de13687400","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Tetracladium","s__Tetracladium_sp"
"72cac878f56dcbc662c1eb383cf10676","k__Fungi","p__Basidiomycota","c__Malasseziomycetes","o__Malasseziales","f__Malasseziaceae","g__Malassezia","s__Malassezia_restricta"
"e6069fc8847d2ec3654eb1162fe576d7","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Microascales","f__Microascaceae","g__Scopulariopsis","s__"
"dbd582f98a71b25dc694375eb4bd835a","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Pichiaceae","g__Pichia","s__Pichia_nakasei"
"7b07d5d70c8367445afc44df53eea7f9","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Thelebolales","f__Pseudeurotiaceae","g__Pseudogymnoascus","s__Pseudogymnoascus_sp"
"35798aa7ff0c298bd5caf34a09e9db9d","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Dictyosporiaceae","g__Dictyosporiaceae_gen_Incertae_sedis","s__Dictyosporiaceae_sp"
"4c02220ccf445bd7ed7ef389cf07d9e2","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Trichosporonales","f__Trichosporonaceae","g__Apiotrichum","s__Apiotrichum_gracile"
"116a1721aa1e38b9b7235232d6ec96b2","k__Fungi","p__","c__","o__","f__","g__","s__"
"ebea3937e167454b6f5767925d3cfd33","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales","f__Mrakiaceae","g__Mrakia","s__Mrakia_frigida"
"a55a75aa0ee141b0d859f450f86c9cdb","k__Fungi","p__Ascomycota","c__","o__","f__","g__","s__"
"3b31f7ef2bb6d9230c2e941afb017d7b","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Cephaloascaceae","g__Cephaloascus","s__Cephaloascus_albidus"
"81646dacb3d6cea0a486f1f57ab07de5","k__Fungi","p__Basidiomycota","c__Wallemiomycetes","o__Wallemiales","f__Wallemiaceae","g__Wallemia","s__Wallemia_muriae"
"2817bee04a3a3a9b7f2408cc4fa20eb3","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Ophiostomatales","f__Ophiostomataceae","g__Ophiostoma","s__"
"306be1aa51e90e2e271e8f12d7edcf4c","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Cyphellophoraceae","g__Cyphellophora","s__"
"d6beb36d9fb04b902e4c1f56d0319201","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__Penicillium_decumbens"
"424b7414e9a20aee3ab69ca2272e63cf","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales","f__Mrakiaceae","g__Mrakia","s__Mrakia_blollopis"
"84bd9d16ef9960046967a51cec0bfef9","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Dissoconiaceae","g__Uwebraunia","s__Uwebraunia_musae"
"41e6722797521f78c59cc8ad5cb031c9","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Talaromyces","s__Talaromyces_radicus"
"58c5a5e3361252736dc1c33890737530","k__Fungi","p__Rozellomycota","c__Rozellomycota_cls_Incertae_sedis","o__Rozellomycota_ord_Incertae_sedis","f__Rozellomycota_fam_Incertae_sedis","g__Rozellomycota_gen_Incertae_sedis","s__Rozellomycota_sp"
"f9cfa1ce3c5bcc1cbbf26d7b52c7cac9","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales","f__Mrakiaceae","g__Mrakia","s__Mrakia_blollopis"
"135b76257a0a0484af21eb852505ca53","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Orbilia","s__Orbilia_rectispora"
"3d5503fc5c3e009def24de8b9d7f71c0","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Saccharomycetales_fam_Incertae_sedis","g__Diutina","s__"
"ddfa86ff7ff73dbbed658c15b3eea916","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pezizaceae","g__Iodophanus","s__Iodophanus_testaceus"
"35b3e4e0d61aaea5f0ea3d10f437fe23","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Zalariaceae","g__Zalaria","s__Zalaria_obscura"
"cfec74021aca100b7b0539088933b1e1","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis","s__Fungi_sp"
"7a5b10938e102518168b04ac4f2cc1c0","k__Fungi","p__","c__","o__","f__","g__","s__"
"2c8ef2910185097b647e747040c6d582","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Tetracladium","s__Tetracladium_ellipsoideum"
"2bf60f2f00352dee0bf92df789815155","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Cryptococcaceae","g__Cryptococcus","s__Cryptococcus_festucosus"
"e7ed1b76412b9bd7ec9069156fa736f8","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala","s__Exophiala_mesophila"
"faf6a117d6c2314f12231b3dc640c7c3","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__Vishniacozyma_phoenicis"
