"","OTUID","mean_abundance","sd_abundance"
"1","g__Acremonium",5.35477427405204e-05,0.000282700835765795
"2","g__Acrophialophora",9.8482730576664e-05,0.000653260531304911
"3","g__Akanthomyces",4.51635230031936e-06,2.99580920024357e-05
"4","g__Alternaria",0.00240288792424456,0.005836003603047
"5","g__Apiotrichum",0.00518139321221897,0.0150015428184343
"6","g__Aspergillus",0.0866922576871137,0.163595346029286
"7","g__Aureobasidium",0.0144080968689388,0.0501426504957928
"8","g__Bisifusarium",0.000273159456853003,0.00163034294251889
"9","g__Bjerkandera",0,0
"10","g__Botryotrichum",1.68778611767472e-05,0.000111955065573954
"11","g__Bullera",0,0
"12","g__Cadophora",7.69382336107488e-05,0.000510350505839129
"13","g__Candida",0.109804490940387,0.249315519440453
"14","g__Capnodiales_gen_Incertae_sedis",0,0
"15","g__Cephaloascus",0.00142978083778349,0.00384491987650038
"16","g__Ceratocystidaceae_gen_Incertae_sedis",0.00012107348438031,0.000495756713502481
"17","g__Chaetomium",0.0120366330423666,0.0606850941383435
"18","g__Chaetothyriales_gen_Incertae_sedis",0,0
"19","g__Chordomyces",0.00056386565524261,0.00206554608306328
"20","g__Citeromyces",5.8382071030113e-05,0.000387262848181525
"21","g__Cladosporium",0.0908147288449195,0.189682129312492
"22","g__Clavispora",0.00118625677456754,0.00567551202008695
"23","g__Cleistothelebolus",2.88737904717039e-05,0.000132661820009107
"24","g__Clonostachys",0.000103199478207372,0.000675324478492635
"25","g__Coniochaeta",0.00135328212897556,0.00338637895097056
"26","g__Coniosporium",0.000254043643958542,0.00136749873190923
"27","g__Coniothyrium",1.55640462253221e-05,7.31633176379225e-05
"28","g__Cosmospora",0.000143446021438401,0.000624744521394901
"29","g__Cryptococcus",0.00189897563651254,0.00873194109926135
"30","g__Curvibasidium",0.00130342887416626,0.00524576176689042
"31","g__Curvularia",6.49893736038146e-05,0.000431090735208161
"32","g__Cutaneotrichosporon",0.0131623677342713,0.0582528429040109
"33","g__Cyberlindnera",0.000969089289839852,0.00394325635118285
"34","g__Cyphellophora",0.000714567639471864,0.00464069180949616
"35","g__Cystobasidium",0.0141718573202485,0.0575906700592349
"36","g__Cystofilobasidiaceae_gen_Incertae_sedis",0,0
"37","g__Cystofilobasidium",0.0117350691049323,0.0523058191261858
"38","g__Cytospora",1.66546584165765e-05,0.000110474505958637
"39","g__Debaryomyces",0.0563372378315418,0.174288883438856
"40","g__Dictyosporiaceae_gen_Incertae_sedis",0.0024925749788674,0.0107709411574979
"41","g__Didymella",0.0916143289536496,0.230497624536226
"42","g__Dioszegia",0.000113296240347536,0.000751522238781401
"43","g__Diplodia",0,0
"44","g__Dipodascus",0,0
"45","g__Diutina",0.000105682629915529,0.000411233184845529
"46","g__Effuseotrichosporon",6.86110043004383e-05,0.00024234985932519
"47","g__Eucasphaeria",1.08110445631257e-05,7.17123568153993e-05
"48","g__Exophiala",0.00133334868576458,0.0034310260059375
"49","g__Filobasidium",0.00772129270982439,0.0170952352719548
"50","g__Fomitopsis",2.05865937487338e-05,0.000136556014352052
"51","g__Fungi_gen_Incertae_sedis",0.0133455722685068,0.0875598117574721
"52","g__Fusarium",0.0264544142151378,0.150318234860508
"53","g__Fusicolla",0.000423760823294576,0.00144624146523313
"54","g__Galactomyces",0.000109112108014752,0.000723767844739325
"55","g__Geotrichum",0.0143689223426647,0.0630520854994082
"56","g__Gibberella",2.06441182190862e-05,0.000136937588520898
"57","g__Gibellulopsis",0,0
"58","g__Hannaella",0.000651808023042528,0.00365038732408957
"59","g__Hanseniaspora",0.000220279669362175,0.00107231402398735
"60","g__Hormonema",0.000198981657280865,0.00124571233214031
"61","g__Huntiella",0,0
"62","g__Hyphopichia",2.98959694551128e-05,0.000193989269749938
"63","g__Inopinatum",0.00012570524775147,0.000833834281940582
"64","g__Iodophanus",8.16491919231589e-05,0.000267405781877721
"65","g__Irpex",0.0001736016677817,0.000909444973947098
"66","g__Issatchenkia",0.000232990504550169,0.000667033518603461
"67","g__Kazachstania",0.00103806768331796,0.00415046698228463
"68","g__Kluyveromyces",0.00027528800933959,0.00172843999416161
"69","g__Knufia",3.69435125133391e-05,0.00018580633411683
"70","g__Kurtzmaniella",0.000641995370407568,0.00230836975972461
"71","g__Kwoniella",5.74783705586844e-05,0.000250314053947686
"72","g__Lasiobolidium",0.000691707001604353,0.00274127561670932
"73","g__Lecanicillium",2.18050524174957e-05,0.000139004060399513
"74","g__Leptographium",5.23716568243436e-06,2.42903084273097e-05
"75","g__Leucosporidium",0.000697353807115355,0.00224320206341327
"76","g__Malassezia",0.000421822025134337,0.00197723923198674
"77","g__Meyerozyma",0.00914232009296652,0.0477369335573674
"78","g__Microascus",2.67972207891699e-05,0.000145790118871633
"79","g__Mortierella",0,0
"80","g__Mrakia",0.00042712302819566,0.00112936362164791
"81","g__Mucor",0.0320219268240915,0.0758764861826326
"82","g__Naganishia",0.0187747641357846,0.0387095033406124
"83","g__Nakazawaea",4.59553651482014e-05,0.000304833406600718
"84","g__Neoascochyta",0.00090415832913538,0.00565054408558732
"85","g__Neocucurbitaria",0.000585677157323294,0.00304370648972595
"86","g__Neophaeotheca",0.00131541191989332,0.00857179608951898
"87","g__Neopyrenochaeta",4.42387180209367e-06,2.93446457763562e-05
"88","g__Neosetophoma",7.91401467943903e-05,0.000222273166540059
"89","g__Nigrospora",1.10983849630202e-06,7.36183574025207e-06
"90","g__Oidiodendron",7.18351412018214e-05,0.000226174955112843
"91","g__Ophiostoma",0.00166910920954954,0.00414580662460841
"92","g__Orbilia",1.55503889493626e-05,0.000103149610978249
"93","g__Paecilomyces",0.00113513554921932,0.00230882432068321
"94","g__Papiliotrema",0.00136973241326915,0.00320109003367905
"95","g__Paraphoma",0.000166442041829774,0.000852314988514982
"96","g__Parapyrenochaeta",0,0
"97","g__Penicillium",0.0738043165593888,0.112218784582992
"98","g__Periconia",0.000826142080549099,0.00514224838674767
"99","g__Petriella",1.42509223786657e-05,9.45299248930263e-05
"100","g__Phaeococcomyces",0.000204454659132599,0.00104565674370656
"101","g__Phaeoisaria",9.08455787014941e-05,0.000591104731476377
"102","g__Phanerochaete",0.000393539143363071,0.00176935468498825
"103","g__Phialemonium",7.85581406522459e-05,0.000381511760910634
"104","g__Pichia",0.000891799725345318,0.0026781035835958
"105","g__Piskurozyma",0.00186352569913924,0.00367560266613572
"106","g__Plectosphaerella",0,0
"107","g__Pleurostoma",0,0
"108","g__Preussia",8.4376025916463e-05,0.00054862478591321
"109","g__Proceropycnis",5.18441896559243e-05,0.000166682012653669
"110","g__Pseudogymnoascus",0.000127967645135219,0.000311686157590893
"111","g__Pseudopithomyces",0.00028760082198763,0.000959227533461038
"112","g__Pseudotremella",2.49951771166857e-05,0.000139262190579671
"113","g__Pyrenochaetopsis",0.000244899974816211,0.00114222866713927
"114","g__Ramularia",3.57114457210435e-05,0.000181722773692599
"115","g__Rhizopus",0.0478914652345237,0.123708497451916
"116","g__Rhodosporidiobolus",0.00751338328215704,0.0152669900608816
"117","g__Rhodotorula",0.00681172297701711,0.0152735449787842
"118","g__Rozellomycota_gen_Incertae_sedis",0.000825204264503166,0.00546874435988937
"119","g__Sarocladium",0.000161765939204363,0.000537460980407441
"120","g__Scopulariopsis",0.00010303800332523,0.000293239350563744
"121","g__Sistotrema",3.63286163853747e-05,0.000167173015057434
"122","g__Spermospora",3.39726699538356e-05,0.000138027162789545
"123","g__Spissiomyces",0,0
